gene,AML,Adrenocortical,Bladder,Breast,Cervical,Cholangiocarcinoma,Colorectal,DLBCL,Esophageal,Glioblastoma,Head&Neck,Kidney Chromophobe,Kidney Clear Cell,Kidney Papillary,Liver,Low Grade Glioma,Lung Adeno,Lung Squamous,Melanoma,Mesothelioma,Ovarian,Pancreatic,Pheochromocytoma,Prostate,Sarcoma,Stomach,Testicular,Thymoma,Thyroid,Uterine,Uterine Carcinosarcoma,Uveal Melanoma
HLA-DQA2,0.5709,-0.0615,0.1458,0.315,0.3265,0.6758,0.0713,0.4728,0.2664,0.7279,0.4204,-0.0174,0.517,0.1539,0.4296,0.2346,0.1097,-0.0747,0.1829,0.4572,0.3059,0.9792,0.1425,0.2676,0.596,0.4871,0.5338,0.5455,0.387,0.1442,0.096,-0.0584
LRP2,0.0057,0.0,0.0443,0.218,-0.0421,-0.0631,0.012,0.0116,0.0527,-0.0714,0.0,-0.1708,0.6129,0.4785,-0.1105,0.0349,-0.157,-0.2538,1.0359,2.8851,0.8114,0.0185,0.0,0.0032,0.0087,0.0223,-0.1493,0.0628,-0.3872,0.6432,0.9239,0.5362
FPR3,-0.0357,-0.1992,0.1039,0.447,0.2908,0.4368,0.1371,0.4723,0.3167,0.9803,0.4304,0.1317,0.833,0.376,0.2333,0.409,0.1122,0.0051,0.5653,0.5379,0.4136,0.6806,-0.1479,0.1273,0.9266,0.6101,0.5561,0.2452,0.2047,0.1804,0.2334,-0.0191
HLA-DQA1,0.8255,-0.1276,0.1307,0.3003,0.2147,0.6514,0.1322,0.4716,0.2804,0.98,0.3707,0.0767,0.727,0.3999,0.4819,0.5019,0.1028,-0.0851,0.4057,0.4832,0.4286,0.9718,0.134,0.2206,0.7704,0.663,0.9203,0.506,0.2968,0.1296,-0.0306,-0.0669
TMPRSS13,0.031,-0.0072,0.2206,0.283,1.0663,0.6519,0.5175,0.0439,0.6906,-0.0,1.1141,0.0345,0.0005,-0.0057,-0.0075,0.0,0.4336,0.4735,-0.3888,-0.0065,0.5291,0.0822,-0.0,-0.0127,0.0099,0.0683,0.1061,0.1048,-0.1915,0.9387,0.245,0.0496
FCGR3A,0.2583,-0.3642,0.0801,0.3994,0.5732,0.2526,0.3553,-0.4722,0.386,0.843,0.3365,0.2151,0.7704,0.3945,0.0714,0.4033,-0.0281,-0.1146,0.9411,0.7114,0.3966,0.7754,-0.2332,0.0427,0.9643,0.5888,0.6924,0.134,0.2475,0.3715,0.4225,-0.1109
CD1A,0.1082,0.0,0.502,0.3756,2.396,1.2864,0.1256,0.0794,0.6567,0.0975,3.3753,0.0,0.1519,0.1279,0.067,0.0,0.9247,0.5428,-0.2611,0.0305,0.3489,2.3015,0.0,0.0162,0.044,0.4749,-0.0103,6.8184,1.1927,0.5874,0.3574,0.0
CD52,-0.1415,0.0735,0.2263,0.3168,0.5436,0.3872,-0.0337,0.2851,0.1716,0.3863,0.3317,0.1,0.7655,0.6095,0.2309,0.0479,-0.1922,-0.36,0.3907,0.4282,0.4807,0.9479,0.1476,0.2098,0.7231,0.4371,1.1003,1.077,0.363,0.3288,0.1034,-0.2306
TMEM132A,0.0347,0.4093,0.6377,0.461,0.4556,1.1031,0.3142,0.331,0.4249,0.1231,0.5232,-0.0086,0.1628,0.269,0.2851,0.0902,0.185,0.3969,0.2477,0.5101,0.2931,0.6075,0.0513,0.2146,0.7543,-0.0242,0.3664,-0.0173,-0.0514,0.5647,0.5068,-0.099
ITGB6,0.0143,-0.0097,0.1318,0.315,1.0046,0.2953,0.4043,-0.0023,0.8772,0.0778,0.7669,-0.3441,-0.2741,0.0367,0.0111,0.1759,0.1792,-0.0039,-0.0552,-0.061,0.3614,0.5196,-0.0017,-0.113,-0.1664,0.286,-0.6746,-0.0523,0.0239,0.4388,0.3666,-0.0
TNFSF15,0.0527,-0.0543,-0.1291,0.2022,0.3097,1.1202,0.3105,0.1404,0.6067,0.004,0.1124,0.1653,-0.0585,-0.0821,0.0422,0.0006,0.2266,-0.0827,0.032,0.1328,0.2371,0.5795,-0.0055,0.0,0.2163,0.5949,0.2901,0.0057,0.3702,0.3359,0.1667,-0.0
CD48,0.3404,-0.0392,0.0219,0.4131,0.2884,0.2926,-0.0136,0.1462,0.2548,0.7829,0.2657,0.1032,0.7482,0.4951,0.1917,0.1679,0.0172,-0.0774,0.6367,0.4594,0.3707,0.7626,0.0798,0.1202,0.8221,0.4186,0.5664,0.8321,0.1143,0.2386,0.1725,-0.0957
ZP3,0.1846,0.2613,0.4089,0.3632,0.3533,0.6659,0.4879,0.1625,0.1927,0.1897,0.4225,0.1793,0.4906,0.5614,0.3536,0.2872,0.4177,0.5043,0.2216,0.4408,0.2985,0.3114,0.094,0.3954,0.6665,0.2438,0.0923,0.3827,0.2199,0.3647,0.3418,0.3687
CD27,0.5549,-0.0519,0.146,0.3688,0.309,0.1058,-0.0672,0.3721,0.3033,0.1017,0.4242,0.0023,0.7062,0.2865,0.0993,0.0281,0.2923,0.2028,0.585,0.439,0.0733,0.7119,0.0301,0.0712,0.5627,0.3039,0.9758,0.9104,0.1504,0.1832,-0.0363,-0.0383
TNFRSF21,0.2541,0.0623,0.1034,0.0138,0.457,0.8612,0.2656,0.3173,0.3173,0.3391,0.4444,0.1692,0.247,0.3129,0.2912,0.443,0.3405,0.2778,0.4767,0.1213,0.2079,0.7154,0.4173,0.1459,0.5693,0.277,0.1229,0.064,0.2719,0.1848,0.2092,-0.2232
IGSF3,-0.0131,0.0789,0.0382,0.4333,0.5067,1.1539,-0.0172,0.2157,0.3833,0.5109,0.6101,0.1123,0.0251,0.1762,0.3035,0.3896,0.1852,0.4299,0.3356,0.0245,0.2403,0.4788,0.5653,0.0875,0.5938,0.0304,0.2578,0.3164,0.1476,0.3526,0.4702,0.4352
NETO2,0.2233,0.3049,0.3717,0.32,0.8213,0.5094,0.4683,0.0749,0.6231,0.249,0.7163,0.3471,0.8463,-0.0125,0.1349,0.1152,0.1864,0.28,0.4146,0.1073,0.3054,0.2792,0.0296,0.2979,0.5161,0.2793,0.284,0.3482,-0.1398,0.4309,0.6592,0.35
IL2RG,0.1282,-0.0064,0.2471,0.2416,0.4868,0.4132,0.3917,0.0667,0.5415,0.3635,0.3833,0.0076,0.6247,0.3808,0.1979,0.0946,0.0097,-0.1023,0.4269,0.3818,0.2802,1.1075,0.0663,0.1321,0.5835,0.6636,0.7948,0.9972,0.1292,0.3433,0.1188,-0.1643
ERBB3,-0.0165,-0.024,0.1107,0.4138,0.3503,0.3043,0.2288,-0.0048,0.2317,-0.1519,0.1526,-0.1222,0.2951,0.297,0.0744,0.0605,0.2848,-0.0077,0.2359,-0.2311,0.6118,0.2652,0.0308,0.1697,-0.052,0.1495,0.5308,-0.3272,0.2176,0.7394,0.6188,0.3483
CD79A,0.3689,0.0077,0.2495,0.2664,0.4018,0.015,-0.0229,0.5111,0.5306,0.0275,0.4513,0.0045,0.3105,0.0673,-0.0017,0.0133,0.3939,0.342,0.5492,0.3267,0.0199,0.7986,0.0596,0.1011,0.1336,0.4463,0.8394,1.1271,0.1113,0.195,0.087,-0.0012
HLA-DRA,1.0273,-0.0855,0.2225,0.2079,0.3027,0.6538,0.0321,0.4152,0.3191,0.9383,0.3116,0.0913,0.5836,0.3104,0.4565,0.516,0.0805,-0.1404,0.3419,0.4347,0.4658,0.9001,-0.0162,0.174,0.7167,0.5413,0.7406,0.3899,0.317,0.2116,-0.0318,-0.1968
EFNA3,0.009,0.4169,0.2522,0.3712,0.4463,0.3021,0.6974,0.1213,0.4871,-0.0355,0.6209,-0.017,0.4513,0.2395,0.1605,0.0638,0.4169,0.5902,-0.7726,0.0961,0.4025,0.6463,0.066,0.0672,0.6227,0.5347,0.0573,0.1243,0.1828,0.3045,0.5222,-0.0254
HLA-H,0.8406,0.2007,0.2783,0.2342,0.3936,0.6465,0.2882,0.3701,0.1401,0.4161,0.4435,0.2403,0.5808,0.4752,0.564,0.4776,0.1932,0.1206,0.4638,0.3848,-0.1501,0.7737,0.2767,0.114,0.7947,0.2279,0.4467,0.2506,0.3244,0.1466,0.0215,0.2673
F11R,0.1144,-0.0744,0.2744,0.3248,0.6755,0.3164,0.3333,-0.166,0.6456,0.3087,0.425,-0.053,0.1224,0.1158,0.1513,0.0457,0.0698,0.1855,-0.2883,0.1533,0.3869,0.4004,-0.4259,0.0318,0.2109,0.3716,0.2633,0.0204,0.0818,0.4815,0.2619,-0.2333
PODXL2,-0.0318,-0.0921,0.3666,0.3566,0.6078,0.3372,0.5042,0.0878,0.4514,0.0013,0.0743,0.1637,-0.0989,0.2558,-0.0284,0.1818,0.5576,0.4981,0.3995,0.1711,0.3002,0.3221,0.4532,0.5706,0.2243,0.2042,-0.1839,0.0744,0.0776,0.7421,0.7534,0.6776
EFNA4,-0.057,0.1451,0.3069,0.3211,0.2096,0.4115,0.391,0.125,0.321,0.4074,0.2992,0.1025,0.114,0.2157,0.2469,0.1946,0.3523,0.3179,-0.2586,0.2442,0.2212,0.5298,-0.2167,0.1542,0.7491,0.3403,0.465,0.0901,0.1314,0.3715,0.3981,-0.086
MUC16,0.0063,0.0,0.2505,-0.0247,1.6023,0.1699,0.043,0.2157,0.6894,0.0,0.7876,-0.0,0.0272,0.0448,0.003,0.0,0.7394,0.0904,-0.011,2.3482,2.1726,1.9025,0.0,-0.0094,0.0304,0.4816,-0.303,0.012,0.0899,2.2398,0.9551,-0.0
LYPD1,0.0057,0.0363,0.2306,0.2406,0.5777,1.0535,-0.0576,0.5042,0.122,0.453,0.614,-0.0528,-0.1019,-0.0426,0.4233,0.3413,0.4088,0.2462,1.0034,0.5504,1.1822,0.455,0.7535,0.0055,0.8542,0.178,0.3456,0.4057,0.0817,1.1876,1.2102,0.0841
MET,-0.0029,0.1732,0.1021,-0.196,0.333,0.2534,0.5962,0.2032,0.6929,0.269,0.4384,0.6015,0.6074,0.729,0.2291,0.0018,0.416,0.336,0.2338,0.5796,0.2555,0.5963,0.1062,-0.067,-0.0989,0.5608,0.3695,0.1159,0.5804,0.242,0.2253,0.6964
HLA-DRB5,0.8488,0.0056,-0.0422,0.2232,0.3209,0.6148,-0.0003,0.4269,0.1015,0.7306,0.3292,0.0223,0.6452,0.3524,0.4205,0.4724,0.1087,-0.1179,0.5365,0.5208,0.1371,1.0384,0.0765,0.246,0.7104,0.38,0.6961,0.474,0.2741,0.1625,-0.0688,0.0182
SLC52A3,0.3843,0.0081,0.1338,0.3556,0.6358,1.2683,0.4544,0.0,0.5622,0.0882,0.4048,0.1669,-0.2129,-0.2409,0.0862,0.2704,0.3833,0.4503,-0.0523,0.039,0.4224,0.6991,0.0045,0.1143,0.0498,0.5011,-0.632,-0.0296,0.0041,0.4902,0.1579,-0.0416
TMEM171,-0.0,0.0045,0.1818,0.0358,1.2026,0.482,0.4685,-0.0467,1.1383,-0.0055,0.9809,0.1503,0.1809,0.4526,0.1812,-0.0193,0.1515,0.6132,0.129,0.0565,0.1563,1.0152,0.0077,0.0,0.0131,-0.0997,0.0302,0.4561,-0.4405,0.086,0.2534,0.0524
HLA-DQB1,0.8378,-0.051,0.3149,0.1723,0.3048,0.6161,0.0522,0.5206,0.2578,0.6686,0.241,-0.0409,0.5126,0.2378,0.4656,0.2453,-0.0345,-0.256,0.2215,0.3993,0.3204,0.8462,0.1925,0.0068,0.6576,0.5348,0.5603,0.5477,0.2709,0.3594,0.041,-0.1125
SIRPG,0.7964,-0.0106,0.1062,0.3365,0.329,0.4367,0.0091,0.3666,0.4323,0.0204,0.3744,0.0016,0.727,0.2575,0.0763,0.0,0.2671,0.1723,0.6458,0.3153,0.1437,0.6024,0.0014,0.0008,0.8631,0.4791,-0.2057,1.1094,0.059,0.1785,-0.0035,-0.0475
GPR143,0.0134,0.2228,0.2196,0.4076,0.2098,0.3509,0.7323,0.0332,0.2008,-0.161,0.1242,0.554,-0.0358,0.3921,0.1266,-0.1759,0.1691,0.1715,0.9865,0.7659,0.2107,0.3912,-0.036,0.2547,0.2764,-0.0172,0.3345,0.5828,0.086,0.3558,0.1804,1.647
IGSF6,0.5476,-0.0508,0.0844,0.3559,0.2076,0.3451,0.1406,-0.1164,0.349,0.6729,0.2183,0.1378,0.6526,0.4932,0.2765,0.5049,0.0339,-0.1134,0.3827,0.3632,0.1683,0.6878,-0.0035,0.1055,0.7491,0.5832,0.8044,0.3841,0.2269,0.1238,0.0336,0.0006
HLA-DMB,0.9536,-0.1438,0.1499,0.1541,0.256,0.5907,-0.1043,0.4724,0.2132,0.8703,0.1607,0.0644,0.385,0.2613,0.3654,0.5337,0.0583,-0.1647,0.2854,0.3393,0.3932,0.7573,-0.2267,0.1871,0.7319,0.4353,0.6282,0.3639,0.2631,0.3791,0.0515,-0.2298
ADAM12,0.0481,0.0538,0.1714,0.4074,-0.0215,0.4738,0.4739,0.3866,0.7105,0.6663,0.7351,-0.0268,0.1402,0.0443,0.029,-0.0127,0.257,0.5188,0.5495,0.5022,0.0459,1.1417,0.1807,-0.0062,1.5665,0.7041,-0.0015,0.0939,0.0152,0.1612,0.6567,0.6583
CCR5,0.8736,-0.0491,0.0486,0.5771,0.2549,0.2133,0.0546,0.4466,0.1158,0.6635,0.2594,0.0105,0.7946,0.3728,0.0736,0.1448,0.1215,-0.0247,0.6487,0.57,0.0891,0.5264,-0.0194,0.0439,0.6152,0.2409,1.0508,0.1972,0.0954,0.1504,0.004,-0.048
GPR87,0.4328,-0.0206,0.7147,-0.0892,2.3708,0.1495,-0.0114,-0.0,1.5405,-0.0,3.3727,0.0995,-0.0205,-0.0171,0.0,-0.0031,0.9274,2.7861,-0.3706,0.096,0.2246,1.5777,-0.0089,-0.2992,0.0,0.0443,-0.2146,0.3721,0.0766,0.2003,0.1725,-0.0
EPHB3,0.3386,-0.0227,0.0197,0.2048,0.0403,0.201,0.5551,0.0428,0.4013,0.3933,0.4716,-0.0587,0.085,-0.0407,-0.0205,0.3603,0.1797,0.4826,-0.4612,0.2725,0.1686,0.1825,0.0306,0.0517,0.9181,-0.1003,0.4463,-0.1941,0.3464,-0.0629,0.2717,-0.145
SLC39A4,-0.0584,0.0548,0.4762,0.2718,0.3059,0.466,0.2218,0.3207,0.4674,0.2076,0.3163,-0.1517,-0.2185,0.0094,0.1398,-0.0158,0.2784,0.2044,0.193,-0.0019,0.505,0.5024,-0.027,0.1332,0.2911,0.4345,0.1157,0.1361,0.0224,0.5391,0.4678,0.3832
LAMP5,0.1813,-0.1506,0.1958,0.9353,0.0881,0.9992,-0.036,0.0108,0.1715,-0.0997,0.3658,-0.0158,-0.0089,-0.028,0.0248,-0.0709,0.3728,0.3095,0.0901,0.3809,0.1991,1.4089,0.2853,0.2964,0.2545,0.1993,0.0729,0.3785,0.5167,0.2508,0.6927,-0.0372
CD74,0.9222,-0.1206,0.1979,0.1607,0.2572,0.6337,0.006,0.4046,0.3209,0.7815,0.2151,0.1193,0.4249,0.198,0.4688,0.4804,0.0759,-0.1548,0.3729,0.3613,0.4493,0.8049,-0.0013,0.0859,0.6688,0.4948,0.6861,0.3796,0.2048,0.2241,-0.0234,-0.1109
LRRC15,-0.0,-0.0051,0.2394,1.8481,0.0861,0.2105,0.7031,1.4385,0.608,0.0949,1.1995,0.0143,0.0568,0.0,0.0,0.0,0.6263,0.7411,-0.0102,0.6626,0.3841,1.9696,-0.0123,-0.0048,0.7197,0.3965,0.0744,-0.039,-0.2086,-0.0028,0.0872,-0.0
SLC12A5,0.0121,0.2522,0.1438,0.2132,0.4303,0.1998,-0.0164,0.5186,0.2353,-0.4825,0.1498,0.4665,0.3085,0.3601,0.3337,-0.3355,0.1234,0.1626,0.6633,0.4101,0.8853,0.408,0.3269,0.1564,0.8849,0.1834,0.0329,0.5217,0.461,0.5769,0.844,0.3818
ITGA2,0.1403,-0.2157,0.0753,0.2766,0.4869,0.9497,0.5009,-0.0024,0.5149,0.3245,0.6448,0.0251,0.1937,0.0055,0.1246,0.0825,0.0212,0.156,-0.1658,0.0093,-0.032,0.9658,-0.2369,-0.0495,0.349,0.6882,0.1446,0.1405,0.4346,-0.0091,-0.0394,-0.0194
CD68,0.0776,-0.2983,0.0489,0.1601,0.0685,0.4227,0.1287,0.1214,0.2505,0.8764,0.3433,0.0375,0.6636,0.5975,0.3194,0.6895,-0.0743,-0.1267,0.5195,0.3127,0.3959,0.8772,-0.2034,0.269,0.8057,0.461,1.1629,0.0368,0.1738,0.1683,0.2108,0.246
CXCL16,-0.0159,-0.1101,0.1503,0.2077,0.4342,0.2667,0.3489,-0.1191,0.4242,0.6328,0.2304,-0.0595,0.332,0.4833,0.1954,0.5128,-0.006,-0.1736,0.031,0.2576,0.4378,0.6757,-0.0844,0.1203,0.8779,0.4929,-0.5456,-0.0469,0.2746,0.3126,0.158,-0.2251
ANO9,-0.23,-0.0196,-0.067,-0.0306,0.5305,0.7188,0.1976,0.0002,0.5825,-0.0016,0.0852,-0.3625,-0.2222,-0.0726,-0.0643,-0.0031,-0.0529,-0.1776,-0.4983,0.0957,0.5005,0.047,-0.0085,-0.4294,0.0947,0.0113,0.0605,0.3958,-0.3305,0.558,0.2358,-0.2609
DDR1,-0.1774,0.04,0.0834,0.1674,0.4344,1.0199,0.2674,-0.0731,0.4748,0.5033,0.302,0.2946,0.0079,0.2422,0.1841,0.5717,0.2254,0.365,-0.1928,0.1351,0.2898,0.2568,-0.0934,0.0352,-0.1658,0.1786,0.1279,0.2156,0.1051,0.233,0.0956,-0.0834
IL2RB,0.1088,0.0142,0.0743,0.312,0.4289,-0.0561,0.1364,-0.0697,0.5464,0.1547,0.3973,0.2888,0.7845,0.2392,-0.0934,0.014,0.0131,-0.0133,0.1881,0.4153,0.304,0.6305,0.0478,-0.0137,0.563,0.5667,0.5391,0.3687,0.1841,0.159,0.0012,-0.0345
CNTNAP2,0.014,0.0642,-0.0406,1.3487,-0.0293,0.4425,0.3337,-0.0111,0.3567,-0.5151,0.6516,0.5144,0.0027,0.0,0.097,-0.1068,0.1141,1.167,-0.0026,0.0358,-0.0468,0.1752,1.6472,0.6486,0.2535,0.6714,0.6929,2.0066,0.0031,0.2912,0.5798,-0.0316
CD86,0.6613,-0.052,0.0729,0.3595,0.3552,0.4421,0.032,0.2077,0.3819,0.7679,0.4321,0.0829,0.673,0.455,0.2119,0.5546,0.024,-0.0539,0.4269,0.5477,0.3986,0.7584,-0.0523,0.0575,0.8884,0.517,0.3572,0.313,0.2402,0.1847,0.1926,-0.0369
CXCR4,0.9573,0.1698,-0.0735,0.2556,0.0192,0.4591,-0.0789,-0.1496,0.2522,0.6688,-0.0021,0.1917,0.831,0.4479,0.1713,0.3849,-0.1086,-0.1576,0.4533,0.208,0.3459,0.8423,-0.2577,-0.0046,0.7692,0.2942,0.6391,0.6432,-0.0139,0.3632,0.3366,-0.2502
HLA-DPA1,0.8888,-0.0911,0.0696,0.168,0.118,0.5955,-0.0196,0.3261,0.1906,0.7504,0.1981,0.1821,0.6199,0.3176,0.3621,0.39,0.0396,-0.1839,0.3893,0.3313,0.4106,0.8041,0.1109,0.0918,0.6806,0.5455,0.5907,0.3395,0.2149,-0.0231,-0.1709,-0.1095
THY1,0.1191,0.1427,0.193,0.3054,-0.1488,0.8619,0.2983,0.8317,0.1772,0.1133,0.2249,-0.1116,0.3423,-0.3713,0.614,0.0961,0.2163,0.2311,0.0966,0.4466,0.4964,0.9174,0.6122,-0.0769,1.2325,0.5107,0.6124,0.3171,0.0247,-0.1761,0.0842,-0.096
BST2,0.0059,0.0777,0.4025,0.186,0.4059,0.0882,-0.0875,0.2481,0.3028,0.474,0.3556,-0.2619,0.2248,-0.2719,0.1662,0.1959,0.0831,-0.1031,0.6726,0.3458,0.0249,0.7972,-0.5916,-0.1887,0.5003,0.4005,0.2181,0.3415,-0.122,0.3956,0.1034,-0.4236
CD1B,-0.0953,0.0,0.0115,0.1782,0.0594,0.4641,0.0395,0.2179,0.0802,0.0,0.4801,0.0,0.077,0.0407,0.1317,0.0,0.3389,0.0374,0.0315,0.0,0.0317,0.5122,0.0,0.02,0.2174,0.0971,0.2351,6.5033,0.8088,0.0925,0.0,-0.0
TREM1,0.4055,0.0594,0.3866,0.2173,0.2849,0.0809,0.3539,-0.4237,0.4547,0.9157,0.5677,-0.0503,0.2231,0.192,-0.0568,0.0476,-0.01,-0.3628,0.4021,0.5329,0.2845,0.9591,-0.0161,-0.0252,0.233,0.4651,0.1711,-0.0377,0.4607,0.314,0.3222,-0.0169
CA12,-0.0036,0.0439,-0.2551,0.5547,-0.2452,0.2958,0.286,0.2976,0.2518,0.6062,0.6964,0.5463,0.2015,-0.2034,0.2259,0.2213,0.103,0.5953,-0.6154,0.0836,0.0844,-0.2072,-0.0129,-0.1325,0.9993,0.1226,-0.0068,-0.1963,0.3405,-0.1761,-0.2958,-0.209
PLAUR,0.0947,-0.1042,0.3168,0.2418,0.2554,0.5947,0.4707,0.0179,0.5644,0.6175,0.4391,-0.1289,0.2189,0.1871,0.1275,0.1338,0.0136,-0.0708,0.2978,0.5825,0.1478,1.032,-0.0759,-0.1472,0.8688,0.4947,0.3513,-0.1573,0.1665,0.1388,0.095,-0.3816
TSPAN13,0.1918,-0.0099,0.1825,0.3244,0.2461,-0.0228,0.3514,0.3641,0.4509,0.1563,0.0962,0.1947,0.298,0.0422,-0.0794,0.0335,0.1127,-0.0687,-0.0569,-0.189,0.3144,0.1738,0.0293,0.4309,0.1936,0.2662,0.4493,0.1516,0.1348,0.3254,0.2199,-0.2719
CD3G,0.3098,-0.0104,-0.0463,0.3036,0.25,0.2238,0.0238,0.1596,0.3632,0.0668,0.3036,0.0074,0.8512,0.1862,0.0578,0.0184,0.1673,0.0681,0.4427,0.1529,0.0963,0.4839,0.0138,0.0477,0.3678,0.3564,0.4166,1.3008,0.0016,0.0851,-0.002,-0.0639
ITGB2,0.4848,-0.2321,-0.0443,0.2282,0.2686,0.3822,-0.0082,0.0341,0.1655,0.7534,0.2739,0.0915,0.625,0.5116,0.1875,0.5407,-0.022,-0.2081,0.4436,0.5814,0.2017,0.7642,-0.1767,0.0579,0.8923,0.3665,0.8001,0.6162,0.2517,0.1988,0.1164,-0.0485
TNFSF11,-0.0128,0.0407,0.1254,0.4824,0.6387,0.6509,1.1411,0.8453,0.5543,0.0301,0.4793,-0.0,0.0799,0.006,-0.0144,0.0,0.4752,0.4384,0.266,0.11,0.1507,2.3849,0.0378,0.0004,0.5525,2.0507,-0.115,0.1284,0.2628,0.464,0.2378,-0.0
NUP210,0.3263,-0.1038,0.3685,0.5283,0.7976,0.012,0.2434,0.2652,0.3623,0.1805,0.1445,0.0278,-0.0591,0.047,-0.0218,0.0893,0.1539,0.1601,0.4285,0.2446,0.4891,0.1598,0.0554,0.1957,0.1113,0.2681,-0.0436,0.4651,-0.1646,0.6969,0.5817,-0.0715
HLA-DPB1,0.7162,-0.0744,0.1647,0.1847,0.2076,0.6714,-0.0204,0.4626,0.1305,0.6294,0.2127,0.2126,0.6264,0.3922,0.4126,0.3201,0.046,-0.1425,0.3617,0.3946,0.2841,0.7678,0.1402,0.133,0.7855,0.3996,0.6482,0.4172,0.2523,0.0406,-0.0769,0.0614
UGT8,-0.0199,0.0,0.036,-0.0351,0.1587,0.5728,0.7042,0.3187,0.9709,-0.0397,0.0524,0.592,0.1131,0.0542,0.0112,0.4297,0.4954,0.6528,0.2946,-0.0169,0.8081,0.4047,0.047,-0.0036,0.1158,0.3417,-0.1174,-0.0509,-0.1311,0.7894,0.4841,-0.0175
HLA-DOA,0.7966,-0.1252,0.0779,0.14,-0.0655,0.5348,-0.0338,0.4497,0.0828,0.7039,0.0885,-0.0163,0.4331,0.2217,0.2081,0.3566,0.093,-0.0933,0.343,0.2973,0.291,0.7319,-0.0288,0.019,0.7565,0.4883,0.6398,0.2456,0.1757,-0.0324,0.0604,-0.1481
SIT1,0.3701,-0.0159,0.1042,0.1244,0.2403,0.1574,0.0333,0.519,0.1955,0.1732,0.2751,-0.0044,0.7192,0.2273,0.1205,0.0172,0.1728,0.0633,0.3918,0.2925,0.1965,0.5632,-0.0022,0.0339,0.6496,0.361,0.9988,1.3463,0.0501,0.1657,0.0201,-0.0446
ALPP,0.0311,0.0,0.336,0.0,-0.1359,0.0785,0.093,0.0,0.608,0.0,0.167,0.0,0.0,0.0,0.0,0.0,-0.3606,-0.1538,0.0,0.0,0.4302,1.1558,0.0,-0.0,0.0,0.9128,1.3839,0.0,0.0,2.2519,0.446,0.0
MUC15,-0.0,-0.1011,-0.2996,-0.1373,0.4043,-0.024,-0.0215,-0.0,-0.0606,-0.0,0.8368,-0.2561,-0.0758,-0.0744,-0.0903,-0.0,0.1477,-0.0684,-0.4949,-0.0186,0.3616,-0.0993,0.0239,0.0205,-0.0446,-0.0282,-0.0249,0.2761,0.2204,0.2685,0.1636,-0.0
RNF128,0.0,-0.1008,0.136,0.0419,0.3384,0.086,0.9308,0.0092,1.212,-0.0913,0.2523,-0.2348,0.511,0.4535,0.1214,-0.1117,0.1013,-0.0582,-0.214,-0.0763,-0.008,0.5125,-0.1923,0.0237,-0.1225,0.2376,-0.0276,-0.0108,0.3103,0.0396,0.1281,-0.04
CHRNA5,0.0063,0.0577,0.3835,0.1548,0.5201,0.5559,0.4062,0.3427,0.4828,0.3101,0.4257,0.0213,0.1003,0.1456,0.0155,0.0344,0.4857,0.6198,0.4486,0.2552,0.1981,0.4735,0.8153,0.295,0.1618,0.5737,0.2333,0.2839,0.0006,0.1386,0.2918,-0.0103
HLA-DRB1,0.8889,-0.1061,0.156,0.133,0.1545,0.5852,-0.0311,0.4266,0.1662,0.7936,0.2501,0.0051,0.5117,0.2589,0.3518,0.3854,0.0104,-0.1952,0.3135,0.4309,0.324,0.8541,0.0095,0.1149,0.6496,0.4103,0.5821,0.3842,0.1622,0.1362,-0.1043,-0.1522
EPHB2,0.0434,0.0824,0.1297,0.2024,0.3205,0.798,0.6965,0.1564,0.8466,0.4659,0.3921,-0.0141,0.0288,0.1023,0.1436,0.2928,0.308,0.312,0.0516,0.6734,0.2473,0.5284,-0.0191,-0.0443,1.1192,1.0303,0.1526,-0.0738,0.0213,0.2544,0.6315,-0.058
MSR1,-0.0202,-0.2642,-0.0753,0.2937,0.0663,0.419,0.0297,0.0983,0.2683,0.9619,0.1192,0.0818,0.6237,0.3805,0.2346,0.4244,-0.2065,-0.3386,0.5044,0.4632,0.3124,0.6504,-0.2061,0.0514,0.8388,0.4759,0.1473,0.1144,0.2046,0.0517,0.1786,-0.106
ITGB4,0.0792,-0.083,0.3964,-0.0441,0.3642,1.1775,0.2235,-0.1282,0.4578,0.216,0.6726,-0.1462,0.2053,0.4454,0.2687,0.1103,0.3413,0.5997,-0.7488,0.5227,0.3926,0.8545,0.1682,-0.3351,0.2329,0.3489,0.0894,0.0389,0.1739,0.1681,-0.1737,-0.3076
TIGIT,0.605,-0.0079,0.2249,0.3267,0.4591,0.0798,0.1204,0.4085,0.3681,0.0133,0.4791,0.0064,0.637,0.0622,0.0269,0.0159,0.2195,0.1528,0.5823,0.2524,0.0736,0.6158,0.0027,0.0313,0.4835,0.4295,0.5056,0.2386,0.0801,0.1909,0.0008,-0.0436
CYBB,0.6382,-0.2949,-0.0757,0.3298,0.2628,0.3998,-0.0112,0.0985,0.2641,0.7103,0.231,0.0492,0.6262,0.401,0.1526,0.5426,0.0012,-0.1748,0.6258,0.5289,0.2496,0.5977,-0.2231,0.0391,0.7478,0.4379,0.7486,0.2262,0.2404,0.1133,0.0514,-0.1085
